startAgent,SubjectID,Trial,t_now,T_end,testTrajIdx,chooseSwitch,Age,Gender,Comments
velocity,86,1,2,5,0,1,44,M,average out the time until attack versus the time to build a weapon
velocity,86,2,2,8,0,0,44,M,average out the time until attack versus the time to build a weapon
velocity,87,0,2,3,1,1,44,F,"In each example, I tried to see which energy type's bar was longer at each month. "
velocity,87,1,2,5,1,0,44,F,"In each example, I tried to see which energy type's bar was longer at each month. "
velocity,87,2,2,8,1,0,44,F,"In each example, I tried to see which energy type's bar was longer at each month. "
velocity,88,0,2,3,0,1,37,F,It appeared to me that Type A offered a better defense in the long term but Type B sometimes provided a better defense in the short term.
velocity,88,1,2,5,0,0,37,F,It appeared to me that Type A offered a better defense in the long term but Type B sometimes provided a better defense in the short term.
velocity,88,2,2,8,0,0,37,F,It appeared to me that Type A offered a better defense in the long term but Type B sometimes provided a better defense in the short term.
velocity,89,0,2,3,2,1,40,F,I tried to pick the winning round so that my defense would hold up.
velocity,89,1,2,5,2,0,40,F,I tried to pick the winning round so that my defense would hold up.
velocity,89,2,2,8,2,0,40,F,I tried to pick the winning round so that my defense would hold up.
velocity,90,0,2,3,1,1,36,M,"choosing B for any attack before month 5, and staying with A for any attack after"
velocity,90,1,2,5,1,0,36,M,"choosing B for any attack before month 5, and staying with A for any attack after"
velocity,90,2,2,8,1,0,36,M,"choosing B for any attack before month 5, and staying with A for any attack after"
velocity,91,0,2,3,0,1,46,M,"It seemed that if the attack happened before the four-month mark, I was better off switching to B.  Anything after four months and sticking with A resulted in the higher defenses."
velocity,91,1,2,5,0,0,46,M,"It seemed that if the attack happened before the four-month mark, I was better off switching to B.  Anything after four months and sticking with A resulted in the higher defenses."
velocity,91,2,2,8,0,0,46,M,"It seemed that if the attack happened before the four-month mark, I was better off switching to B.  Anything after four months and sticking with A resulted in the higher defenses."
velocity,92,0,2,3,2,1,39,F,Patience is the strategy I used.
velocity,92,1,2,5,2,0,39,F,Patience is the strategy I used.
velocity,92,2,2,8,2,0,39,F,Patience is the strategy I used.
velocity,93,0,2,3,0,0,33,F,I looked at each month and decided which energy was working better and would be better.
velocity,93,1,2,5,0,0,33,F,I looked at each month and decided which energy was working better and would be better.
velocity,93,2,2,8,0,1,33,F,I looked at each month and decided which energy was working better and would be better.
velocity,94,0,2,3,2,0,40,F,"A was strong in the beginning and end, B was stronger in the middle."
velocity,94,1,2,5,2,1,40,F,"A was strong in the beginning and end, B was stronger in the middle."
velocity,94,2,2,8,2,0,40,F,"A was strong in the beginning and end, B was stronger in the middle."
velocity,95,0,2,3,0,0,40,F,I noticed that B was weakened towards the end of month 7
velocity,95,1,2,5,0,0,40,F,I noticed that B was weakened towards the end of month 7
velocity,95,2,2,8,0,1,40,F,I noticed that B was weakened towards the end of month 7
velocity,96,0,2,3,0,1,42,M,"It seemed like type B was the best for the first 3 months, it was close for month 4, and then A would be the best for anything later."
velocity,96,1,2,5,0,0,42,M,"It seemed like type B was the best for the first 3 months, it was close for month 4, and then A would be the best for anything later."
velocity,96,2,2,8,0,0,42,M,"It seemed like type B was the best for the first 3 months, it was close for month 4, and then A would be the best for anything later."
velocity,97,0,2,3,0,1,26,M,"I noticed that Type A works better earlier on, and Type B works better later on."
velocity,97,1,2,5,0,0,26,M,"I noticed that Type A works better earlier on, and Type B works better later on."
velocity,97,2,2,8,0,0,26,M,"I noticed that Type A works better earlier on, and Type B works better later on."
velocity,98,0,2,3,0,1,60,F,It seemed to me that if the attack happened early it was smart to switch but if later it was better to stick to A because it got stronger in the long run.
velocity,98,1,2,5,0,0,60,F,It seemed to me that if the attack happened early it was smart to switch but if later it was better to stick to A because it got stronger in the long run.
velocity,98,2,2,8,0,0,60,F,It seemed to me that if the attack happened early it was smart to switch but if later it was better to stick to A because it got stronger in the long run.
velocity,99,0,2,3,1,1,28,F,"If the attack was going to happen soon, then I went with energy source B since you start off with more. If the attack happens quite a few months later, then I went with source A since that one builds up quicker."
velocity,99,1,2,5,1,0,28,F,"If the attack was going to happen soon, then I went with energy source B since you start off with more. If the attack happens quite a few months later, then I went with source A since that one builds up quicker."
velocity,99,2,2,8,1,0,28,F,"If the attack was going to happen soon, then I went with energy source B since you start off with more. If the attack happens quite a few months later, then I went with source A since that one builds up quicker."
exploitation,0,0,2,3,2,0,73,F,Knowing when the attack would happen was the key for me.  System 2 was better after month 6.
exploitation,0,1,2,5,2,0,73,F,Knowing when the attack would happen was the key for me.  System 2 was better after month 6.
exploitation,0,2,2,8,2,1,73,F,Knowing when the attack would happen was the key for me.  System 2 was better after month 6.
exploitation,1,0,2,3,0,0,47,M,I looked at the energy production vs. time to pick the most energy given the attack month
exploitation,1,1,2,5,0,0,47,M,I looked at the energy production vs. time to pick the most energy given the attack month
exploitation,1,2,2,8,0,1,47,M,I looked at the energy production vs. time to pick the most energy given the attack month
exploitation,2,0,2,3,0,0,44,M,I used a combination based on the practice scenarios presented in the beginning of the test.
exploitation,2,1,2,5,0,1,44,M,I used a combination based on the practice scenarios presented in the beginning of the test.
exploitation,2,2,2,8,0,1,44,M,I used a combination based on the practice scenarios presented in the beginning of the test.
exploitation,3,0,2,3,2,0,40,F,Watch and read all the examples carefully and follow instructions. 
exploitation,3,1,2,5,2,1,40,F,Watch and read all the examples carefully and follow instructions. 
exploitation,3,2,2,8,2,1,40,F,Watch and read all the examples carefully and follow instructions. 
exploitation,4,0,2,3,1,0,40,M,It seemed type B speed up quickly near the later stages so I waited to switch when the attack was in a later month.
exploitation,4,1,2,5,1,0,40,M,It seemed type B speed up quickly near the later stages so I waited to switch when the attack was in a later month.
exploitation,4,2,2,8,1,1,40,M,It seemed type B speed up quickly near the later stages so I waited to switch when the attack was in a later month.
exploitation,5,0,2,3,1,0,43,F,I assumed that anything beyond 3 months would give the alternate energy source enough time to catch up based on the examples given 
exploitation,5,1,2,5,1,0,43,F,I assumed that anything beyond 3 months would give the alternate energy source enough time to catch up based on the examples given 
exploitation,5,2,2,8,1,1,43,F,I assumed that anything beyond 3 months would give the alternate energy source enough time to catch up based on the examples given 
exploitation,6,0,2,3,0,0,42,F,I went with system A because it had the strongest level of known certain defense ability even though system B had the greater potential. You have to know for sure what you have.
exploitation,6,1,2,5,0,0,42,F,I went with system A because it had the strongest level of known certain defense ability even though system B had the greater potential. You have to know for sure what you have.
exploitation,6,2,2,8,0,0,42,F,I went with system A because it had the strongest level of known certain defense ability even though system B had the greater potential. You have to know for sure what you have.
exploitation,7,0,2,3,2,1,55,F,Making the most out of my decisions.
exploitation,7,1,2,5,2,0,55,F,Making the most out of my decisions.
exploitation,7,2,2,8,2,0,55,F,Making the most out of my decisions.
exploitation,8,0,2,3,0,0,40,F,"I noticed that at month 7, Type B outperformed Type A so I would choose Type B for any attack at month 7 or later."
exploitation,8,1,2,5,0,0,40,F,"I noticed that at month 7, Type B outperformed Type A so I would choose Type B for any attack at month 7 or later."
exploitation,8,2,2,8,0,1,40,F,"I noticed that at month 7, Type B outperformed Type A so I would choose Type B for any attack at month 7 or later."
exploitation,9,0,2,3,2,0,55,M,I tried to maximize the defense capability based on the timing of attack by determining the level of defense capability at the time of attack.
exploitation,9,1,2,5,2,0,55,M,I tried to maximize the defense capability based on the timing of attack by determining the level of defense capability at the time of attack.
exploitation,9,2,2,8,2,1,55,M,I tried to maximize the defense capability based on the timing of attack by determining the level of defense capability at the time of attack.
exploitation,10,0,2,3,2,0,22,F,I tried to remember about what time the energies got equal and what times one energy was better than the other so i could choose the best defense energy for the time of the attack.
exploitation,10,1,2,5,2,0,22,F,I tried to remember about what time the energies got equal and what times one energy was better than the other so i could choose the best defense energy for the time of the attack.
exploitation,10,2,2,8,2,1,22,F,I tried to remember about what time the energies got equal and what times one energy was better than the other so i could choose the best defense energy for the time of the attack.
exploitation,11,0,2,3,2,0,50,F,"I based on my decision solely on when the attack happened. If it happened earlier during the 10-month period, I chose A since its defense capacity was much higher, if it were to happen later, I figured the energy source B is a better choice."
exploitation,11,1,2,5,2,0,50,F,"I based on my decision solely on when the attack happened. If it happened earlier during the 10-month period, I chose A since its defense capacity was much higher, if it were to happen later, I figured the energy source B is a better choice."
exploitation,11,2,2,8,2,1,50,F,"I based on my decision solely on when the attack happened. If it happened earlier during the 10-month period, I chose A since its defense capacity was much higher, if it were to happen later, I figured the energy source B is a better choice."
exploitation,12,0,2,3,0,0,30,F,"I considered the amount of time I had remaining before the attack in deciding whether it would be useful to switch energy sources or not. For the first two scenarios, I thought the remaining amount of time was too narrow for the new energy source to catch up to or surpass the current one, but for the last, I thought six months was possibly a wide enough window of time for Source B to potentially surpass Source A."
exploitation,12,1,2,5,0,0,30,F,"I considered the amount of time I had remaining before the attack in deciding whether it would be useful to switch energy sources or not. For the first two scenarios, I thought the remaining amount of time was too narrow for the new energy source to catch up to or surpass the current one, but for the last, I thought six months was possibly a wide enough window of time for Source B to potentially surpass Source A."
exploitation,12,2,2,8,0,1,30,F,"I considered the amount of time I had remaining before the attack in deciding whether it would be useful to switch energy sources or not. For the first two scenarios, I thought the remaining amount of time was too narrow for the new energy source to catch up to or surpass the current one, but for the last, I thought six months was possibly a wide enough window of time for Source B to potentially surpass Source A."
exploitation,13,0,2,3,2,0,65,F,"I noticed that the energy for type A is bigger until month 4, then is lower than for type B"
exploitation,13,1,2,5,2,1,65,F,"I noticed that the energy for type A is bigger until month 4, then is lower than for type B"
exploitation,13,2,2,8,2,1,65,F,"I noticed that the energy for type A is bigger until month 4, then is lower than for type B"
exploitation,14,0,2,3,0,0,53,F,chose the strongest
exploitation,14,1,2,5,0,0,53,F,chose the strongest
exploitation,14,2,2,8,0,0,53,F,chose the strongest
exploitation,15,0,2,3,0,0,37,F,I just looked to see which system had a bigger green bar at different months and then decided when to switch over who I thought had a bigger green bar by certain dates. 
exploitation,15,1,2,5,0,0,37,F,I just looked to see which system had a bigger green bar at different months and then decided when to switch over who I thought had a bigger green bar by certain dates. 
exploitation,15,2,2,8,0,1,37,F,I just looked to see which system had a bigger green bar at different months and then decided when to switch over who I thought had a bigger green bar by certain dates. 
exploitation,16,0,2,3,2,1,44,M,I switched to option B when it became available because it increased faster.
exploitation,16,1,2,5,2,1,44,M,I switched to option B when it became available because it increased faster.
exploitation,16,2,2,8,2,1,44,M,I switched to option B when it became available because it increased faster.
exploitation,17,0,2,3,1,0,41,M,"After month 7, it was more beneficial to switch to B, otherwise stay with A"
exploitation,17,1,2,5,1,0,41,M,"After month 7, it was more beneficial to switch to B, otherwise stay with A"
exploitation,17,2,2,8,1,1,41,M,"After month 7, it was more beneficial to switch to B, otherwise stay with A"
exploitation,18,0,2,3,2,0,44,F,"I noticed how Type A had the strongest defense system for the first 5 months, but then Type B became more powerful in the 6th through the 10th months. I made my decisions based on this."
exploitation,18,1,2,5,2,0,44,F,"I noticed how Type A had the strongest defense system for the first 5 months, but then Type B became more powerful in the 6th through the 10th months. I made my decisions based on this."
exploitation,18,2,2,8,2,1,44,F,"I noticed how Type A had the strongest defense system for the first 5 months, but then Type B became more powerful in the 6th through the 10th months. I made my decisions based on this."
exploitation,19,0,2,3,1,0,27,F,I compare the size of the bar in the beginning and evaluate if type B has the potential of catching up based on type A's growth trend
exploitation,19,1,2,5,1,0,27,F,I compare the size of the bar in the beginning and evaluate if type B has the potential of catching up based on type A's growth trend
exploitation,19,2,2,8,1,1,27,F,I compare the size of the bar in the beginning and evaluate if type B has the potential of catching up based on type A's growth trend
exploitation,20,0,2,3,2,0,63,F,"I watched the examples closely and it seemed to me that for the first 4-6 months system A was stronger but after than system B not only caught up with A but outperformed it. So when the aliens were attacking within a few months, I stayed with A but long term I went with B."
exploitation,20,1,2,5,2,0,63,F,"I watched the examples closely and it seemed to me that for the first 4-6 months system A was stronger but after than system B not only caught up with A but outperformed it. So when the aliens were attacking within a few months, I stayed with A but long term I went with B."
exploitation,20,2,2,8,2,1,63,F,"I watched the examples closely and it seemed to me that for the first 4-6 months system A was stronger but after than system B not only caught up with A but outperformed it. So when the aliens were attacking within a few months, I stayed with A but long term I went with B."
exploitation,21,0,2,3,2,0,37,M,I tried to maximize the defense energy capability.
exploitation,21,1,2,5,2,1,37,M,I tried to maximize the defense energy capability.
exploitation,21,2,2,8,2,1,37,M,I tried to maximize the defense energy capability.
exploitation,22,0,2,3,1,0,56,M,"My strategy was to stay with Type A if the attack was imminent, but to switch to Type B if the attack was farther out.  "
exploitation,22,1,2,5,1,1,56,M,"My strategy was to stay with Type A if the attack was imminent, but to switch to Type B if the attack was farther out.  "
exploitation,22,2,2,8,1,1,56,M,"My strategy was to stay with Type A if the attack was imminent, but to switch to Type B if the attack was farther out.  "
exploitation,23,0,2,3,2,0,61,F,"I saw what month the attack would happen after, and having a good grasp on how fast energies developed by each month I was making sure planet was covered."
exploitation,23,1,2,5,2,0,61,F,"I saw what month the attack would happen after, and having a good grasp on how fast energies developed by each month I was making sure planet was covered."
exploitation,23,2,2,8,2,1,61,F,"I saw what month the attack would happen after, and having a good grasp on how fast energies developed by each month I was making sure planet was covered."
exploitation,24,0,2,3,2,0,54,M,I found the later the attack was going to be caused me to switch systems after month 2.
exploitation,24,1,2,5,2,1,54,M,I found the later the attack was going to be caused me to switch systems after month 2.
exploitation,24,2,2,8,2,1,54,M,I found the later the attack was going to be caused me to switch systems after month 2.
exploitation,25,0,2,3,2,0,41,F,"When looking at the examples, I tried to figure out when B would be become a better option than A. That seemed to be in around the 7 month mark, so that is the info I applied to the actual selection process."
exploitation,25,1,2,5,2,0,41,F,"When looking at the examples, I tried to figure out when B would be become a better option than A. That seemed to be in around the 7 month mark, so that is the info I applied to the actual selection process."
exploitation,25,2,2,8,2,1,41,F,"When looking at the examples, I tried to figure out when B would be become a better option than A. That seemed to be in around the 7 month mark, so that is the info I applied to the actual selection process."
exploitation,26,0,2,3,0,1,41,M,I used what I learned about the growth of both energy types to pick what made sense. I picked Energy B in most cases.
exploitation,26,1,2,5,0,1,41,M,I used what I learned about the growth of both energy types to pick what made sense. I picked Energy B in most cases.
exploitation,26,2,2,8,0,1,41,M,I used what I learned about the growth of both energy types to pick what made sense. I picked Energy B in most cases.
exploitation,27,0,2,3,2,1,35,F,"I tried to pick the best option based on the month the attack was to happen. If the attack was later B was better, if it was sooner A was better."
exploitation,27,1,2,5,2,0,35,F,"I tried to pick the best option based on the month the attack was to happen. If the attack was later B was better, if it was sooner A was better."
exploitation,27,2,2,8,2,1,35,F,"I tried to pick the best option based on the month the attack was to happen. If the attack was later B was better, if it was sooner A was better."
exploitation,28,0,2,3,0,0,30,M,"If the attack was coming later, I would switch to B"
exploitation,28,1,2,5,0,0,30,M,"If the attack was coming later, I would switch to B"
exploitation,28,2,2,8,0,1,30,M,"If the attack was coming later, I would switch to B"
exploitation,29,0,2,3,2,0,23,M,"The defense capability of energy type B outstripped that of A after 5 months, so I switched to type B only when the alien attack was due after month 7."
exploitation,29,1,2,5,2,0,23,M,"The defense capability of energy type B outstripped that of A after 5 months, so I switched to type B only when the alien attack was due after month 7."
exploitation,29,2,2,8,2,1,23,M,"The defense capability of energy type B outstripped that of A after 5 months, so I switched to type B only when the alien attack was due after month 7."
exploitation,30,0,2,3,1,0,32,M,B is better after month 7 I think
exploitation,30,1,2,5,1,0,32,M,B is better after month 7 I think
exploitation,30,2,2,8,1,1,32,M,B is better after month 7 I think
exploitation,31,0,2,3,0,0,53,M,"For any attack after month 7, system B would be stronger."
exploitation,31,1,2,5,0,0,53,M,"For any attack after month 7, system B would be stronger."
exploitation,31,2,2,8,0,1,53,M,"For any attack after month 7, system B would be stronger."
exploitation,32,0,2,3,2,0,38,F,I went with the one that had the longest bar at the time of the attack.
exploitation,32,1,2,5,2,0,38,F,I went with the one that had the longest bar at the time of the attack.
exploitation,32,2,2,8,2,0,38,F,I went with the one that had the longest bar at the time of the attack.
exploitation,33,0,2,3,0,0,41,F,I have choosen the strongest line to tackle the attack.
exploitation,33,1,2,5,0,0,41,F,I have choosen the strongest line to tackle the attack.
exploitation,33,2,2,8,0,0,41,F,I have choosen the strongest line to tackle the attack.
exploitation,34,0,2,3,0,0,48,M,"If the attack where to occur in the latter portion of the ten month period, then the switch to energy type b would provide the better defense."
exploitation,34,1,2,5,0,0,48,M,"If the attack where to occur in the latter portion of the ten month period, then the switch to energy type b would provide the better defense."
exploitation,34,2,2,8,0,1,48,M,"If the attack where to occur in the latter portion of the ten month period, then the switch to energy type b would provide the better defense."
exploitation,35,0,2,3,1,1,30,M,I went with B each time as it seemed like that had the largest increase in defense.
exploitation,35,1,2,5,1,1,30,M,I went with B each time as it seemed like that had the largest increase in defense.
exploitation,35,2,2,8,1,1,30,M,I went with B each time as it seemed like that had the largest increase in defense.
exploitation,36,0,2,3,0,0,72,M,"It seemed like system b was more effective from four months out, so I started with system a , and then switched to system b when the attacks were to occur five and eight months out."
exploitation,36,1,2,5,0,1,72,M,"It seemed like system b was more effective from four months out, so I started with system a , and then switched to system b when the attacks were to occur five and eight months out."
exploitation,36,2,2,8,0,1,72,M,"It seemed like system b was more effective from four months out, so I started with system a , and then switched to system b when the attacks were to occur five and eight months out."
exploitation,37,0,2,3,1,0,29,F,My strategy was to assess how much time would elapse and which system would be most built up for defense.
exploitation,37,1,2,5,1,0,29,F,My strategy was to assess how much time would elapse and which system would be most built up for defense.
exploitation,37,2,2,8,1,1,29,F,My strategy was to assess how much time would elapse and which system would be most built up for defense.
exploitation,38,0,2,3,1,0,48,Prefer not to say,I was just trying to estimate which weapon would be strongest at each time frame
exploitation,38,1,2,5,1,0,48,Prefer not to say,I was just trying to estimate which weapon would be strongest at each time frame
exploitation,38,2,2,8,1,1,48,Prefer not to say,I was just trying to estimate which weapon would be strongest at each time frame
exploitation,39,0,2,3,2,0,47,F,i looked to see which option offered the greatest protection at the end of each month
exploitation,39,1,2,5,2,0,47,F,i looked to see which option offered the greatest protection at the end of each month
exploitation,39,2,2,8,2,1,47,F,i looked to see which option offered the greatest protection at the end of each month
exploitation,40,0,2,3,2,1,33,F,Utilizing the examples
exploitation,40,1,2,5,2,1,33,F,Utilizing the examples
exploitation,40,2,2,8,2,1,33,F,Utilizing the examples
exploitation,41,0,2,3,1,0,70,M,"Pay attention to the length of the bars over time.  Make decisions based thereon when called upon.  P.S.  You have a typo.  That's not Harvard work.  ""your will use""  I only went to ASU."
exploitation,41,1,2,5,1,0,70,M,"Pay attention to the length of the bars over time.  Make decisions based thereon when called upon.  P.S.  You have a typo.  That's not Harvard work.  ""your will use""  I only went to ASU."
exploitation,41,2,2,8,1,1,70,M,"Pay attention to the length of the bars over time.  Make decisions based thereon when called upon.  P.S.  You have a typo.  That's not Harvard work.  ""your will use""  I only went to ASU."
exploitation,42,0,2,3,2,0,29,F,I tried to look at how much each option grew per month
exploitation,42,1,2,5,2,1,29,F,I tried to look at how much each option grew per month
exploitation,42,2,2,8,2,1,29,F,I tried to look at how much each option grew per month
exploitation,43,0,2,3,1,1,48,F,At first I went with the attack that seemed to grow the fastest but then at the end I had second thoughts
exploitation,43,1,2,5,1,1,48,F,At first I went with the attack that seemed to grow the fastest but then at the end I had second thoughts
exploitation,43,2,2,8,1,0,48,F,At first I went with the attack that seemed to grow the fastest but then at the end I had second thoughts
exploitation,44,0,2,3,0,1,30,F,If it was lower in months A and if it was longer B
exploitation,44,1,2,5,0,1,30,F,If it was lower in months A and if it was longer B
exploitation,44,2,2,8,0,0,30,F,If it was lower in months A and if it was longer B
exploitation,45,0,2,3,2,0,48,F,I chose A for short term attacks since its short term energy was higher and I chose B for long term attacks since its long term energy increased more than A's.
exploitation,45,1,2,5,2,1,48,F,I chose A for short term attacks since its short term energy was higher and I chose B for long term attacks since its long term energy increased more than A's.
exploitation,45,2,2,8,2,1,48,F,I chose A for short term attacks since its short term energy was higher and I chose B for long term attacks since its long term energy increased more than A's.
exploitation,46,0,2,3,0,0,28,M,My stategy was to try and maximize the defense bar. I notices A started off strong initially but did not have much improvement so I seleced A for shorted time periods and B for longer periods where B had a chance to improve 
exploitation,46,1,2,5,0,1,28,M,My stategy was to try and maximize the defense bar. I notices A started off strong initially but did not have much improvement so I seleced A for shorted time periods and B for longer periods where B had a chance to improve 
exploitation,46,2,2,8,0,1,28,M,My stategy was to try and maximize the defense bar. I notices A started off strong initially but did not have much improvement so I seleced A for shorted time periods and B for longer periods where B had a chance to improve 
exploitation,47,0,2,3,2,0,53,M,"Having looked at the examples, I decided to always go with Type A unless the attack was predicted for month 8 or 9."
exploitation,47,1,2,5,2,0,53,M,"Having looked at the examples, I decided to always go with Type A unless the attack was predicted for month 8 or 9."
exploitation,47,2,2,8,2,1,53,M,"Having looked at the examples, I decided to always go with Type A unless the attack was predicted for month 8 or 9."
exploitation,48,0,2,3,0,0,43,F,Estimating where the energy types have the potential to be at the time of the attack.
exploitation,48,1,2,5,0,0,43,F,Estimating where the energy types have the potential to be at the time of the attack.
exploitation,48,2,2,8,0,1,43,F,Estimating where the energy types have the potential to be at the time of the attack.
exploitation,49,0,2,3,2,0,66,M,i noticed that choice 2 seem to build at faster rate the longert it took. Choice started out fast and slowed down months later
exploitation,49,1,2,5,2,0,66,M,i noticed that choice 2 seem to build at faster rate the longert it took. Choice started out fast and slowed down months later
exploitation,49,2,2,8,2,1,66,M,i noticed that choice 2 seem to build at faster rate the longert it took. Choice started out fast and slowed down months later
exploitation,50,0,2,3,1,0,59,F,"While reviewing the two energy levels, I saw that A started out strong but built slowly.  Energy B started out weak, but built strong faster than A.  So if an attack would happen in an earlier month, A would be the stronger choice, but if an attack happened after month 6, B would be stronger.  Energy B always surpassed energy A by the six month."
exploitation,50,1,2,5,1,0,59,F,"While reviewing the two energy levels, I saw that A started out strong but built slowly.  Energy B started out weak, but built strong faster than A.  So if an attack would happen in an earlier month, A would be the stronger choice, but if an attack happened after month 6, B would be stronger.  Energy B always surpassed energy A by the six month."
exploitation,50,2,2,8,1,1,59,F,"While reviewing the two energy levels, I saw that A started out strong but built slowly.  Energy B started out weak, but built strong faster than A.  So if an attack would happen in an earlier month, A would be the stronger choice, but if an attack happened after month 6, B would be stronger.  Energy B always surpassed energy A by the six month."
exploitation,51,0,2,3,2,1,38,F,Focused on the past growth.
exploitation,51,1,2,5,2,1,38,F,Focused on the past growth.
exploitation,51,2,2,8,2,1,38,F,Focused on the past growth.
exploitation,52,0,2,3,2,1,26,M,"After seeing the examples, I realized that option B will give me higher energy so, I chose that option even if it made me lose the first 2 months."
exploitation,52,1,2,5,2,1,26,M,"After seeing the examples, I realized that option B will give me higher energy so, I chose that option even if it made me lose the first 2 months."
exploitation,52,2,2,8,2,1,26,M,"After seeing the examples, I realized that option B will give me higher energy so, I chose that option even if it made me lose the first 2 months."
exploitation,53,0,2,3,1,0,70,M,"pick maximum level of defense  for the three attack scenarios
"
exploitation,53,1,2,5,1,0,70,M,"pick maximum level of defense  for the three attack scenarios
"
exploitation,53,2,2,8,1,1,70,M,"pick maximum level of defense  for the three attack scenarios
"
exploitation,54,0,2,3,0,0,36,F,I studied the increase of defense for the different months. The largest increase seemed to initially happen around month 5.
exploitation,54,1,2,5,0,1,36,F,I studied the increase of defense for the different months. The largest increase seemed to initially happen around month 5.
exploitation,54,2,2,8,0,1,36,F,I studied the increase of defense for the different months. The largest increase seemed to initially happen around month 5.
exploitation,55,0,2,3,2,0,32,M,I tried to time when B would overtake A.
exploitation,55,1,2,5,2,1,32,M,I tried to time when B would overtake A.
exploitation,55,2,2,8,2,1,32,M,I tried to time when B would overtake A.
exploitation,56,0,2,3,2,0,50,M,"If the attack was early I stuck with Type A, if the attack came after month 5, I switched to B."
exploitation,56,1,2,5,2,0,50,M,"If the attack was early I stuck with Type A, if the attack came after month 5, I switched to B."
exploitation,56,2,2,8,2,1,50,M,"If the attack was early I stuck with Type A, if the attack came after month 5, I switched to B."
exploitation,57,0,2,3,1,0,54,M,Whatever maximizes defense when the attack happens
exploitation,57,1,2,5,1,0,54,M,Whatever maximizes defense when the attack happens
exploitation,57,2,2,8,1,1,54,M,Whatever maximizes defense when the attack happens
exploitation,58,0,2,3,1,0,41,F,If the attack was going to happen before month 6 A would be stronger but if it happens after month 6 B would be stronger by then.
exploitation,58,1,2,5,1,0,41,F,If the attack was going to happen before month 6 A would be stronger but if it happens after month 6 B would be stronger by then.
exploitation,58,2,2,8,1,1,41,F,If the attack was going to happen before month 6 A would be stronger but if it happens after month 6 B would be stronger by then.
exploitation,59,0,2,3,0,0,42,M,Use defense A unless it is month 7 or later 
exploitation,59,1,2,5,0,0,42,M,Use defense A unless it is month 7 or later 
exploitation,59,2,2,8,0,1,42,M,Use defense A unless it is month 7 or later 
exploitation,60,0,2,3,1,0,36,M,Energy source A started with such a large lead that B would only be able to overtake it after a significant number of months. So I wasn't going to switch until I could use B for at least 4 or 5 months.
exploitation,60,1,2,5,1,0,36,M,Energy source A started with such a large lead that B would only be able to overtake it after a significant number of months. So I wasn't going to switch until I could use B for at least 4 or 5 months.
exploitation,60,2,2,8,1,1,36,M,Energy source A started with such a large lead that B would only be able to overtake it after a significant number of months. So I wasn't going to switch until I could use B for at least 4 or 5 months.
exploitation,61,0,2,3,1,0,30,M,"I basically thought that if the attack happens early, than type A is the better choice but as time goes on type B is the better choice considering the light green is stronger"
exploitation,61,1,2,5,1,1,30,M,"I basically thought that if the attack happens early, than type A is the better choice but as time goes on type B is the better choice considering the light green is stronger"
exploitation,61,2,2,8,1,1,30,M,"I basically thought that if the attack happens early, than type A is the better choice but as time goes on type B is the better choice considering the light green is stronger"
exploitation,62,0,2,3,0,1,46,F,I didn't have a particular strategy
exploitation,62,1,2,5,0,0,46,F,I didn't have a particular strategy
exploitation,62,2,2,8,0,1,46,F,I didn't have a particular strategy
exploitation,63,0,2,3,2,0,40,F,"If there month was after 7 I went with the second plan, before and the first was strongest."
exploitation,63,1,2,5,2,0,40,F,"If there month was after 7 I went with the second plan, before and the first was strongest."
exploitation,63,2,2,8,2,1,40,F,"If there month was after 7 I went with the second plan, before and the first was strongest."
exploitation,64,0,2,3,1,0,40,M,My strategy was to pick the option at the time of the attack.
exploitation,64,1,2,5,1,1,40,M,My strategy was to pick the option at the time of the attack.
exploitation,64,2,2,8,1,1,40,M,My strategy was to pick the option at the time of the attack.
exploitation,65,0,2,3,0,0,35,M,I believe A was superior up until month 7 and then B made more sense. 
exploitation,65,1,2,5,0,0,35,M,I believe A was superior up until month 7 and then B made more sense. 
exploitation,65,2,2,8,0,1,35,M,I believe A was superior up until month 7 and then B made more sense. 
exploitation,66,0,2,3,0,0,34,F,ball parked the progress
exploitation,66,1,2,5,0,1,34,F,ball parked the progress
exploitation,66,2,2,8,0,1,34,F,ball parked the progress
exploitation,67,0,2,3,0,0,37,Prefer not to say,"I paid attention to which was better between A and B, and B was the better choice every time."
exploitation,67,1,2,5,0,1,37,Prefer not to say,"I paid attention to which was better between A and B, and B was the better choice every time."
exploitation,67,2,2,8,0,1,37,Prefer not to say,"I paid attention to which was better between A and B, and B was the better choice every time."
exploitation,68,0,2,3,2,0,40,M,I tried to see when one system was advantageous over the other during each month. Then I chose that system if the attack was at that month.
exploitation,68,1,2,5,2,0,40,M,I tried to see when one system was advantageous over the other during each month. Then I chose that system if the attack was at that month.
exploitation,68,2,2,8,2,1,40,M,I tried to see when one system was advantageous over the other during each month. Then I chose that system if the attack was at that month.
exploitation,69,0,2,3,2,0,35,M,"My decision was determined how far out the attack would be. THe shorter, I would stick with A."
exploitation,69,1,2,5,2,1,35,M,"My decision was determined how far out the attack would be. THe shorter, I would stick with A."
exploitation,69,2,2,8,2,1,35,M,"My decision was determined how far out the attack would be. THe shorter, I would stick with A."
exploitation,70,0,2,3,0,1,54,F,I chose to switch to Type B after the second month because it's power increases more quickly than type A.
exploitation,70,1,2,5,0,0,54,F,I chose to switch to Type B after the second month because it's power increases more quickly than type A.
